text,author
"সময় সে দেখতে পেল যাবার লাগোয়া ঢালু জমিতে বাঁশ পোঁতা হচ্ছে। সে দাঁড়ায়নি। ওই জমি পি ডব্লু ডি-র। কিন্তু ব্যবসা যখন খারাপ চলে তখন কেউ সেটা বাড়ায় না। অথচ দেখলেই বোঝা যাচ্ছে ধাবাটাকে আরও প্রসারিত করা হচ্ছে। ঘটনাটা তাকে চিন্তায় ফেলল। দুপুরের পর তার নিজস্ব আর্দালি সাইকেলে চেপে জায়গাটা ঘুরে এসে জানাল সেখানে পর পর দশটা দরমার বেড়া দেওয়া ঘর তৈরি হয়ে গেছে। একে ধাবা তার ওপর ঘর। খবরটা শুনেই উদয়ন জিপ নিয়ে বেরিয়ে পড়ল।
ধাবার ম্যানেজার তাকে জিপ থেকে নামতে দেখে সসম্মানে এগিয়ে এল, 'আইয়ে সাব, আইয়ে সাব। আইয়ে সাব। কি সৌভাগ্য। হুকুম করুন কি সেবায় লাগব?'
কোমরে হাত দিয়ে ধাবার পাশে এক লাইনে তৈরি ঘরগুলো দেখল সে। চারটে ট্রাক দাঁড়িয়ে আছে। তাদের ড্রাইভার খালাসিরা খাটিয়ায় বসে খাচ্ছে। সে জিজ্ঞাসা করল, 'এই ঘরগুলো কেন তৈরি করলেন?'
ম্যানেজার মাথা নাড়ল, ‘বর্ষাকাল আসছে। ",Shomoresh Mojumdar
"খোলা আসমানের নিচে বসে কাস্টমাররা তো খেতে পারবে না। তাছাড়া অনেকদূর থেকে গাড়ি চালিয়ে আসে ওরা, একটু বিশ্রামের প্রয়োজন হয়। সেই জন্যেই ওগুলো মালিক বানালো। খাটিয়া পাতিনি, ভেতরে দরমার ওপর মোটা বস্তা পেতে দিয়েছি বিশ্রামের জন্যে।""
উদয়ন আর দাঁড়াল না। জিপ নিয়ে সোজা চলে গেল কুড়ি মাইল দূরে বিডিওর অফিসে। ম্যানেজার যে যুক্তি দিল তা এখনকার মত অস্বীকার করার কোনও উপায় নেই। সত্যি কথা, বৃষ্টির মধ্যে কেউ খাটিয়ায় বসে খেতে পারবে না। এ তল্লাটে বৃষ্টি ভালই হয়। আর তার জন্যে ওইরকম ঘর তৈরি করাটাও খুব অস্বাভাবিক নয়। তবু তার ভাল লাগছিল না।
বিডিও নিজের চেয়ারেই ছিলেন। অল্প বয়সী। উদয়নকে চেনেন। ঘরে ঢুকতেই সমাদর করে বসালেন। উদয়ন সমস্যা বলল। ভদ্রলোক বললেন, 'ওরা শুধু ধাবার অনুমতি নিয়েছিল। তাও একেবারে বড়কর্তার
কাছ থেকে। কিন্তু ঘরগুলো বেআইনিভাবে করা হয়ছে। আচ্ছা, এতে আপনার অসুবিধে
কি হচ্ছে?",Shomoresh Mojumdar
"‘আমি খুব ডিস্টার্বড ফিল করছি।'
‘বুঝতে পারছি। কিন্তু যতক্ষণ ওরা এ্যান্টি সোস্যাল কাজকর্ম না করছে ততক্ষণ আমার পক্ষে কোনও স্টেপ নেওয়া অসম্ভব। আর আপনি যদি বলেন বেআইনি ঘরগুলো ভেঙে দিতে বলতে পারি।' বিডিও বললেন।
কিছু করার নেই। উদয়ন ক্যাসেট লাইব্রেরিতে গেল বিডিওর অফিস থেকে বেরিয়ে। এখানে হিন্দী ক্যাসেটের সংখ্যাই বেশি কিন্তু মিস পামেলা নেই। নামটা শুনেই বোধহয়! ছেলেটা বলল, 'আপনি যদি চান তাহলে থ্রি এক্স ক্যাসেট দিতে পারি।'
উদয়ন কিছু না বলে বেরিয়ে গেল। শহরগুলো গোল্লায় গেছে যাক কিন্তু তার চা বাগানকে সে স্বাভাবিক রাখবে, যতক্ষণ পারে।
দু প্লেট মাংস চারজনে খাবে এমন মতলব নিয়ে ওরা সাইকেলে চেপে হাইওয়ে ধরে আসছিল। দুটোতে চারজন। আজ একটু দেরি হয়ে গেছে। সূর্য এখন গাছগুলোর আড়ালে।
ফলে হাইওয়েতে ঘন ছায়া জমছে। মিনিট পনেরর মধ্যে অন্ধকার নামবে। মাঝরাস্তায় এসে ওরা দ্বিধায় পড়ল। খেয়ে দেয়ে ফিরে যেতে রাত হবে। গতরাত্রেও পাঁচ নম্বর বিটে বাঘ ঢুকেছিল। সঙ্গে কোনও আলো নেই। দুজনে ফিরছে চাইছে দুজন এগোতে। এইসময় ট্রাককে ছুটে আসতে দেখে সরে দাঁড়াল ওরা। ট্রাকটা যখন পাশ দিয়ে গেল তখন মহিলা কন্ঠের গান ভেসে এল। ",Shomoresh Mojumdar
"একটা দমকা বাতাসের মত সেই গান কানে পৌঁছেই মিলিয়ে গেল। বাগানের কাজে শ্রমিক এবং কামিনদের ট্রাকে চাপিয়ে মাঝে-মাঝেই নিয়ে যাওয়া হয়। মন মেজাজ ভাল থাকলে তারা দলবেঁধে গান গায়। কিন্তু এই গান সেরকম নয়। ডেভিড দেখল দুরে ট্রাকটার গতি কমে যাচ্ছে। তারপর রাস্তার একপাশে ঠিক বিন্দুর মত থমকে থাকল সেটা।
সে বলল, 'শালা। ট্রাকে চেপে ধাবায় খেতে এসেছে।
বুধুয়া মজা পেল, 'ভাল চাঁদা উঠেছে মনে হচ্ছে।"" নোয়াম জিজ্ঞাসা করল, 'কোত্থেকে এল বলতো?” মাংরা হাত নাড়ল, 'ওরা দূর দূর থেকে এল আমরা এখন ভরপুক যে পালিয়ে যাচ্ছি।' সংলাপটা কাজে লাগল। ট্রাকে অনেক মেয়ে ছিল। সেই ট্রাক ধাবায় থেমেছে। ধাবায় চমৎকার খাবার হয়। অতএব একবার চেখে যাওয়া যাক এমন মন নিয়ে ওরা এগোল।
ইতিমধ্যে সন্ধ্যে নামছে ঝুপঝাপ। ঘন ছায়ায় কালো মিশছে। ওরা দূর থেকেই ধাবায় আলো জ্বলতে দেখল। বেশ জোরালো আলো, জেনারেটরের আওয়াজ রাত্রের নিস্তব্ধতাকে খান খান করে দিল। সম্ভবত এই আওয়াজেই হিংস্র জন্তুরা এদিকে পা বাড়াতে সাহস পায় না। ওরা আর একটু কাছে এগিয়ে থমকে দাঁড়াল। ওরা কারা?
ব্যাপারটা ওদের কাছে বিভ্রম আনল। গোটা দশেক মেয়ে জেনারেটারের আলোয় দাঁড়িয়ে সাজগোজ করছে। অদ্ভুত চেহারার দুটো লোক দুটো আয়না ধরে আছে। মেয়েগুলো তাতে নিজেদের দেখে নিচ্ছে। মুখে পাউডার ঘষছে। এইসময় ম্যানেজার একটা কাগজ নিয়ে সামনে এসে দাঁড়াল। তারপর চেঁচিয়ে চেঁচিয়ে কাগজের লেখা পড়তে লাগল। মেয়েগুলো নিজের নিজের নামের সময় হাঁ হাঁ জী বলতে লাগল।",Shomoresh Mojumdar
"গোনা শেষ হয়ে গেলে ম্যানেজার ওদের ঘরগুলো দেখিয়ে দিল। দশটা ঘর দশজন মেয়ের জন্যে। একটা লোক বাঁশের মধ্যে দশটা হ্যারিকেন ঝুলিয়ে নিয়ে এসে এক একটা মেয়ের হাতে ধরিয়ে দিয়ে চলে গেল। মেয়েগুলোর অভিজ্ঞতা আছে নইলে ওরা হ্যারিকেন হাতে নিয়ে দরজায় দরজায় দাঁড়িয়ে ওই ভাবে হেসে উঠতে পারত না। ওপাশে ধাবার সামনে জমা ট্রাক ড্রাইভারদের জমায়েত থেকে একটা তীব্র সিটি বাজল। মেয়েগুলো হেসে উঠল আরও জোরে।
ওরা চারজন স্তম্ভিত। এমন মেয়ে জীবনে দ্যাখেনি ওরা। যারা শাড়ি পড়েছে তাদের কায়দা কানুন ঠিক হেমামালিনীর মত। বোধহয় তার চেয়ে বেশি। বুকে আঁচল থাকছে না বলা চলে। কি হেয়ার স্টাইল। আহা! দুজন সালোয়ার কুর্তা পরেছে। একজন স্কার্ট। তার হাঁটুর ওপর অনেকটা দেখা যাচ্ছে। ওপরে গেঞ্জি, বোতাম লাগানো নেই।
মাংরা জিজ্ঞাসা করল, 'ওরা কারা?'
বুধুয়া বলল, 'কেমন স্বপ্ন স্বপ্ন মনে হচ্ছে।",Shomoresh Mojumdar
"খবরটা ছড়িয়ে গেল। বড়সাহেব প্রেমনাথকে সিনেমার পর বাংলোতে দেখা করতে বলেছেন। খুব রেগে গেছেন। যে যার মত করে ভাবনা জুড়তে লাগল সেইসঙ্গে। খবরটা প্রেমনাথও পেয়েছিল। বিভিন্ন বাগানে সিনেমা দেখায় সে ঘুরে ঘুরে। কখনই ম্যানেজারের সামনে যাওয়ার দরকার হয় না। বড়বাবুই তার সব। সে যে ভুটানি মদ চেয়েছিল বলে ম্যানেজার রেগে গিয়েছে এমন কথা জেনে সামান্য বিচলিত হল। ম্যানেজার ইচ্ছে করলে তাকে নিষেধ করতে পারে বাগানে আসতে। একটা বাঁধা ঘর নষ্ট হবে। ডেভিডদের ওপর রাগ হচ্ছিল তার।
যন্ত্রপাতি গুছিয়ে প্রেমনাথ যখন বাংলোর পথে হাঁটতে শুরু করল তখন তার পেছনে অন্তত শখানেক ছেলেবুড়োর ভিড়। জয় বজরংবলী বলে আওয়াজ দিচ্ছে তারা। বাংলোর চৌকিদার দাঁড়িয়েছিল গেটে। জনতাকে সেখানেই আটকে রেখে সে প্রেমনাথকে ভেতরে যেতে বলল।
এই সাজানো গোছানো হিন্দী সিনেমার মত বাড়িতে ঢুকতেই খুব অস্বস্তি হয়। প্রেমনাথ সসঙ্কোচে দরজায় পৌঁছে দেখল একজন চাকর তার জন্যে অপেক্ষা করছে। সিঁড়ি বেয়ে ওপরে উঠে সে অনেকটা নিচু হয়ে নমস্কার করল। উদয়ন সোফায় বসে টিভি দেখছিল। রিমোট টিপে সেটা বন্ধ করে জিজ্ঞাসা করল, 'কি ব্যাপার?'
'আপ হুকুম করিয়ে সাব।",Shomoresh Mojumdar
"তুমি ছেলেদের কাছে মদ চেয়েছিলে?”
'হ্যাঁ সাব।'
‘তোমার লজ্জা করেনি? এটা অন্যায় তুমি জানো না?'
‘ঠিকই। কিন্তু উপায় ছিল না সাব।' হাত জোড় করে জবাব দিল প্রেমনাথ। 'কেন?'
‘একদম রঙিন নয়া প্রিন্ট। শিলিগুড়ির ডিস্ট্রিবিউটার পঞ্চাশ রুপিয়া এক্সট্রা মাংতা ইসকা নিয়ে। বাগান তো দেবে না ওই টাকা। আমি ওদের দু বোতল ভুটানি দিতে বললায়। পঞ্চাশের বদলে দুবোতল ভুটানি নিতে রাজি করিয়েছি ডিস্ট্রিবিউটারকে। আমার কোনো দোষ নেই।”
""তোমার ডিস্ট্রিবিউটার ভুটানি মদ খায়??
‘নেহি সাব। উসকো এক দোস্ত আয়া কলকাত্তা সে— ' হাসি চাপল উদয়ন, ‘তা ছেলেরা তো দিল না। ফিল্মও এনেছ। এখন কি দেবে ফিরে গিয়ে?'
'হাম বলেগা শো নেহি হয়।
'ঠিক আছে, এরকম আর করো না।' উদয়নের কথায় হাসি ফুটল প্রেমনাথের। বলল, ‘সাব, শিলিগুড়ি থেকে ভাল ক্যাসেট এনে দেব? নয়া নয়া ইংলিশ ফিল্ম?'
‘এখন দরকার নেই।’ উদয়ন জানলার কাছে উঠে অত রাত্রেও মানুষগুলোকে দাঁড়িয়ে থাকতে দেখল। সে চাকরকে ডাকল, 'এরা কি জন্যে এখানে অপেক্ষা করছে?? চাকরটা বিনত গলায় জানাল ওরা ভাবছে সাহেব প্রেমনাথকে এমন বকবে যে ও
আবার একটা সিনেমা দ্যাখাবে।",Shomoresh Mojumdar
"উদয়ন বলল, 'ওদের চলে যেতে বল। মাসে দুটো সিনেমা দেখানোর নিয়ম নেই। যাও। যত্ত ঝুট ঝামেলা।
২০ রাত্রে ডিনার টেবিলে বসে উদয়ন অরুণিমাকে বলল, 'তুমি হয়তো জানতে চাইবে না এই যে এখানকার ইয়াং ছেলেদের মনে এ্যাডাল্ট ফিল্ম দেখার বাসনা তা ধাবা হবার আগে ছিল না।
অরুণিমা অবাক, 'ধাবার সঙ্গে এ্যাডাল্ট ফিল্মের কি সম্পর্ক? ‘নিয়ম ভাঙ্গার উৎসাহটা ওরাই জুগিয়েছে।' 'বুঝলাম না।""
‘এত রাত্রে টাকা জোগাড় করতে পারছিল না বলে ভুটানি মদ কেনেনি। এখানে কোনও মদের দোকান নেই। হাসিমারায় যেতে হলে জঙ্গলের মধ্যে দিয়ে আট মাইল পার হতে হয়। সেটা কেউ করবে না। তা হলে পাবে কোথায়? আমি নিশ্চিত যে এরা ধাবায় যেত। সেখানে নিশ্চয়ই ভুটানি মদ পাওয়া যায়। অর্থাৎ টাকা থাকলে এরা যাবা থেকে মদ কিনে এনে ঘুষ দিতে শিখত।
অরুণিমা হাসল, 'তুমি এত ভাবো?
‘তার মানে।'
‘আমি মিস পামেলা দেখব।'
“সিনেমা?' চমকে উঠল উদয়ন।
‘না। ওখানে গিয়ে তোমার কর্মচারীদের সঙ্গে বসে সিনেমা দেখা আমার নিষেধ তা আমি জানি। তুমি ক্যাসেট আনাও। প্লিজ, এটা যে খাবার খাবারের প্রতিক্রিয়া এমনটা ভাবতে বসো না।"" অরুণিমা উঠে গেল।",Shomoresh Mojumdar
"""বিস্তৃত আসাম রোডের পরিচালকদের জানা হয়ে গেলেও জঙ্গলের মধ্যে গাড়ি থামিয়ে খেতে নামতে অনেকের কুণ্ঠা ছিল। দিনের বেলায় তাই যত ট্রাক ধাবার সামনে দাঁড়িয়ে থাকতে দেখা যেত রাত্রে তার একাংশও নয়। সবাই স্পীড তুলে হু হু করে বেরিয়ে যাচ্ছে। ছোট জেনারেটার এনে ওয়েসিসকে আলোকিত করে শুধু অঙ্গলের পোকাদেরই ডেকে আনা সার হয়েছে। অথচ দিনের চেয়ে রাত্রেই ধাবায় বিক্রি বেশি। হয়। ধাবাওয়ালা যতই বলুক এখানে ডাকাতির কোনও সম্ভাবনা নেই, বাছাই করা গার্ড আছে পাহারায়, পুলিশের সঙ্গে যোগাযোগ আছে তবু ভরসা পাচ্ছে না লরিওয়ালারা। এর মধ্যে অবশ্য একদিন হাতির দল বেরিয়েছিল। হাইওয়ের ওপর গোটা পনের এসে চুপচাপ যাবার দিকে তাকিয়েছিল। তখন তিনটে ট্রাক দাঁড়িয়ে। সময়টা বিকেল। হাতিরা যেমন এসেছিল তেমনই ফিরে গেল কিন্তু ড্রাইভারগুলো পালালো তৎক্ষণাৎ গাড়ি নিয়ে। সামনাসামনি হাতি দেখার গল্প আরও রঙিন হয়ে ছড়িয়ে পড়ল অন্য ধাবাগুলোতে। তাই বিকেল হতে না হতেই যাবা শূন্য হয়ে যাচ্ছে। বাঁধা খাবার রোজ রোজ কে নষ্ট করে। গালে হাত পড়ে গেল ম্যানেজারের।
খবরটা উদয়নও পেয়েছিল। ধাবার বিক্রী কমেছে। এমন চললে উঠে যেতে বেশি দেরি নেই। মনে মনে খুশী সে। কিন্তু এক ভোরের টহলদারিতে হাইওয়ে দিয়ে আসার",Shomoresh Mojumdar
"টুকরি নিয়ে দলের সঙ্গে পাতি তুলতে যাচ্ছিল সেবা। যদিও এই মরশুম নয় কিন্তু কয়েকদিন আগে আচমকা বৃষ্টি হয়ে যাওয়াতে কিছু নতুন পাতা বেরিয়েছে। এর পরে দীর্ঘদিন পাতি তোলা বন্ধ থাকবে। তখন অন্য কাজ। ডেভিড কাজ করে ফ্যাক্টরিতে। তার সঙ্গে দেখোশোনা হয় হঠাৎ হঠাৎ। সেবা দেখল মাংরা আসছে পেছন পেছন। তার মুখে গতরাত্রে দেখা সিনেমার সংলাপ। হাসি পাচ্ছিল সেবার। ওইরক হ্যাংলা চেহারা নিয়ে স্বপ্নের রানীর সঙ্গে কথা বলছে। একটি মেয়ে ফোড়ন কাটল, 'মাংরা হিরো হো গিয়া।
সঙ্গে সঙ্গে সংলাপ থামিয়ে মাংরা বলল, 'আমরা হিরোইন পাচ্ছি না, এই দুঃখ।'
সেবার খুব রাগ হয়ে গেল। সে বলল, 'কাকও আবার গান গায়। সঙ্গে সঙ্গে ছুটে এল পাশে মাংরা, 'কি বললে? নিজেকে খুব সুন্দরী ভাব না? যে
দেশে নদীতে মাছ নেই সেখানে ব্যাঙাচিকেও বড় মাছ বলে মনে হয়।'
একটি মেয়ে হেসে উঠল, 'আরে সেবা তো সুন্দরীই!""
“তাই নাকি? কাল হেমার ঝিকে দেখেছিস? সেবার চেয়ে অনেক ভাল। সেবা জিজ্ঞাসা করল! 'তুই কিরে? নিজের কথা বল।
""আচ্ছা, আচ্ছা, আমি না হয় একটু দুর্বল। কিন্তু ডেভিড। একদম অমিতাভ বচ্চন। ও বলে এ বাগানের তাকানোর মত মেয়ে নেই।' মাংরা হাসল।
সেবা আরও রাগল, 'তোরা তো মেয়েছেলের শরীর ছাড়া কিছু বুঝিস না!' মাংরা মাথা নাড়ল, “ঠিক। শরীর না থাকলে মেয়েছেলে ব্যাটাছেলে সমান।' ",Shomoresh Mojumdar
"মেজাজ খারাপ হয়ে গিয়েছিল সেবার। পাতি তোলায় মন ছিল না। উনিশ কেজির
বেশি নিয়ে গেলে উপরি পাওয়া যায়। সেটাও ইচ্ছে করছিল না। ডেভিড ওই কথাগুলো বলেছে? অথচ কাল রাত্রে সিনেমা দ্যাখার পর নিজেকে হেমা আর ডেভিডকে অমিতাভ ভাবছিল একা বিছানায় শুয়ে। কি লজ্জা। হয়তো এই সায়ার ওপর কালো আংরা পরা, ব্লাউজের ওপর ওড়না, খালি পা দেখে ডেভিডের মন ওঠে না। সে যদি হেমার মত ছোট ব্লাউজ আর ফিনফিনে শাড়ি পরত অথবা সেই দৃশ্যের মত গেঞ্জি আর হাঁটুর অর্ধেক ওপরে নামা প্যান্ট তাহলে কি ডেভিড একই কথা বলত? অসম্ভব। কিন্তু এই বাগানের হাটে তো দুরের কথা হাসিমারা বাজারে মেয়েদের ওই পোশাক বিক্রি হয় না। আর যদি বা হত তাহলে সে কি সবার সামনে পরে বেড়াতে পারত!
হঠাৎ তার বড় মেমসাহেবের কথা মনে পড়ল। একদম হিরোইনদের মত দেখতে। শাড়ি পরে কিন্তু শরীরের একটুও দেখা যায় না। তার সঙ্গে কথা বলেছিল একদিন। বাগানের মধ্যে বেড়াতে এসেছিল। মেমসাহেবকে দেখে হেসেছিল সেবা মেমসাহেব বলেছিল, “বাঃ, তুমি তো বেশ দেখতে।' ওই মেমসাহেবকে জিজ্ঞাসা করলে কেমন হয়। বিকেলবেলায় মেমসাহেব বাংলোর লনে বসে বই পড়ে। তখন যাবে। জিজ্ঞাসা করবে সিনেমার হিরোইনের পোশাক কোথায় পাওয়া যায়।
পাতি তুলতে তুলতে ওরা হাইওয়ের দিকে চলে এসেছিল। এবং তখনই শব্দ পেল। ",Shomoresh Mojumdar
"শব্দের উৎস খুঁজতে খানিকটা এগোতে দেখতে পেল বেশ কিছু লোক পি ডব্লু ডি-র জমিতে বাঁশ পুঁতছে। এর মধ্যে ঘরের আদল হয়ে গেছে। এখানে ঘর হচ্ছে কেন? ফেন্সিং-এর এপাশে দাঁড়িয়ে ওরা দেখছিল। হঠাৎ মাংরার গলা শুনতে পেল সেবা।
চেঁচিয়ে সে জিজ্ঞাসা করছে, “কি করছ তোমরা?'
একটা লোক বলল, দেখতেই পাচ্ছ। এখানে ধাবা হবে।""
ওরা মুখ চাওয়াচাওয়ি করল। ধাবা? যেখানে কিছুই ছিল না সেখানে ধাবা হবে?
ছুটির পর দুটো সাইকেলে ওরা চারজন পৌঁছে গেল হাইওয়েতে। এখন ছায়া নেমেছে। ওপাশের জঙ্গল থেকে ঝিঁঝিঁ পোকারা চিৎকার করে যাচ্ছে সমানে। লোকগুলোর কাজ শেষ হয়ে এসেছিল। একটা টেম্পো এসেছে হাসিমারা থেকে ওদের ফিরিয়ে নিয়ে যেতে। ওরা দেখল বিরাট আটচালা হয়েছে। উনুন বানানো হয়ে গেছে সেই সঙ্গে। খদ্দেরদের বসার জন্যে বেঞ্চি পাতা হয়েছে মাটিতে গর্ত করে। ধাবা চালু হলে নিশ্চয়ই খাটিয়া আসবে। যে লোকটা এসব তদারকি করছিল সে এগিয়ে এল, 'তোমরা কোথায় থাকো?
ডেভিড জবাব দিল, ‘বাগানে।""
ও মাইনে পেলে ধাবায় এসো মাংস খেতো। এমন রান্না কখনও খাওনি।' লোকটা মৌজ করে সিগারেট ধরালো।",Shomoresh Mojumdar
"মাংরা জিজ্ঞাসা করল, 'ধাবা মানে তো খাবারের দোকান??
'হ্যাঁ, ঠিক।'
‘কিন্তু খাবে কে? চার ধারে যে জঙ্গল।
“ঠিক লোক এসে যাবে। এই যে এখান দিয়ে এতট্রাক যায় তার ড্রাইভার খালাসিদের তো একটা খাওয়ার জায়গা চাই। এই রাস্তায় কোন ধাবা নেই। ঠিক কিনা?? লোকটাকে
খুব বিচক্ষণ দেখাচ্ছিল। “কি কি বিক্রী হবে?'
'কথা কারি মাংস, চিকেন মাটন দুটোই, চাপাটি, মাটন তড়কা, পালং পনির, আলু মটর। কাল থেকে শুরু হয়ে যাবে।'
'দাম কি রকম হবে?'
‘সস্তা। মাংস চার পিস দশ টাকা। তড়কা পাঁচ টাকা প্লেট।
মাংরা বলল, 'বাপস।'
লোকটা বলল, 'এতো খুব কম দাম। ধাবা চালু করার জন্যে মালিক দাম কমিয়ে দিয়েছে।'
‘রাত্রে এখানে লোক থাকবে?'
'আরে দিনরাত খোলা থাকবে।'
টেম্পোয় চেপে লোকগুলো চলে গেল। আটচালাটা খালি রইল। ওরা জানে এমন নির্জন জায়গায় বাঁশগুলো খুলতে আসার গরজ কারো হবে না। আর আগামীকাল থেকে তো দিনরাত লোক থাকবে। মাংরার মনে হল লোকটাকে মনে করিয়ে দেওয়ার দরকার
ছিল জঙ্গলের কথা। হাতি আর বাঘ যেকোন সময় ধাবায় চলে আসতে পারে। বুধুয়া বলল, 'খুব ভাল হবে। এখন থেকে আমরা শহরের রান্না খেতে পাব।' নোয়াম খেঁকিয়ে উঠল, 'তুই একটা গরু। কত দাম শুনেছিস।' ‘শুনেছি। একদিন তো খেতে পারব প্রত্যেক সপ্তাহে।",Shomoresh Mojumdar
"পয়সা শ্রমিকদের পাইয়ে দিচ্ছে বলে তাদের সঙ্গে সম্পর্ক ভাল। এখন সমস্যা একটাই। মাঝে মাঝে সরকারি গভীর অরণ্য থেকে হিংস্র জন্তু বেরিয়ে আসছে। কুলি লাইনের দু-একজন জখম হচ্ছে। বনবিভাগকে মৌখিক এবং লিখিত অভিযোগ জানিয়েও কোন কাজ হচ্ছে না। তাদের বক্তব্য, এত বড় জঙ্গলের কোন ফাঁক দিয়ে রাত্রে বাঘ বেরিয়ে আপনার বাগানে ঢুকে পড়ছে তা আমাদের পক্ষে দেখা সম্ভব নয়। আইন অনুযায়ী তাদের মারতে পারবে না উদয়ন। তাই বাগানের মাঝে মাঝে বাঘ ধরার কল পাতা হয়েছে। ঠিক ইঁদুর ধরার কলের মত। প্রথম প্রথম তিন তিনটে বাঘকে ধরে সে বনবিভাগের হাতে তুলে দিয়েছিল। সেই বাঘগুলোই আবার যখন ফিরে এসেছে তখন কল এড়িয়ে গিয়েছে। । এই উৎপাত বেশীদিন সহ্য করবে না শ্রমিকরা, উদয়ন জানে। চিন্তা সেই কারণে। আর আছে হাতি। ছুটান পাহাড় থেকে হঠাৎ হঠাৎ দল বেঁধে নেমে আসে তারা খাবারের সন্ধানে। ক্র্যাকার ফাটিয়েও তাড়ানো মুশকিল হয়ে যাচ্ছে আজকাল। এছাড়া আপাতত চা বাগান শান্ত। সারাদিন ঘুঘুরা আরামে ডেকে যায়।

উদয়নের দিন শুরু হয় ভোর হতেই। জিপ নিয়ে সে একা বেরিয়ে পড়ে। কাঁচা রাস্তা দিয়ে সোজা সে চা-বাগানের শেষ প্রান্তে চলে যায় যেখানে ভুটানের পাহাড়ের গা ঘেঁষে পাহাড়ি নদী ছুটে যাচ্ছে। এই যাওয়ার পথটায় বাগানের চেহারাটা মোটামুটি বোঝা যায়। ফেরার সময় খানিকটা ঘুরে সে হাইওয়ের ওপর উঠে পড়ে। ",Shomoresh Mojumdar
"তারপর মসৃণ পথ ধরে বাগানের গা ঘেঁষে মাইল খানেক গাড়ি চালিয়ে ফিরে আসে। শীত, গ্রীষ্ম বা বর্ষা একটা ভোরও এই টহলদারিতে কামাই করে না উদয়ন। চুপচাপ দাঁড়িয়ে থাকা গাছগুলোর সঙ্গে ধীর ধীরে তার একটা সম্পর্ক তৈরি হয়ে গেছে। এখন ওদের অবস্থান দেখে সে বলে দিতে পারে গতরাত্রে সেই এলাকার ঝড়ো বাতাস বয়েছিল কিনা।
শীতকালে শুকনো নদীর বুঝে জিপ নামানো যায়। এই ভোরে সেখানে পৌঁছে উদয়নের মনে হল সামনের পাহাড়টা আর নিরাপদ পাঁচিল হয়ে থাকছে না। এলাকাটা ভুটানের। সে দেশের সরকার বিরোধী কিছু মানুষ বিতাড়িত হয়ে ওই পাহাড়ে আশ্রয় নিয়েছে। প্রায়ই খাবারের সন্ধানে তারা নেমে আসছে ভারতবর্ষের সীমানা পেরিয়ে। এদিকে সীমান্ত পাহারার ব্যবস্থা তেমন নেই। পাহাড়ে খাদ্যাভাব আছে। লোকগুলোর টাকা পয়সাও নেই। ফলে ডাকাতি বাড়ছে। এখন উদয়নের বাগানে তারা নামেনি কিন্তু গতকালই পাশের চা-বাগানের ম্যানেজার সেন বলছিলেন ওঁর ওখানে ডাকাতি হয়ে গিয়েছে এবং করেছে ওই লোকগুলো। পুলিশ শুধু তদত্ত করেই যাচ্ছে।
ব্যাপারটা ভাবতেই হাসি পেল। লোকাল থানায় একজন সাব ইন্সপেক্টর আছেন। খুব রোগা পঞ্চাশ পেরিয়ে যাওয়া মানুষটি অপেক্ষা করছেন করে তিনি অবসর নিতে পারবেন তার জন্যে। ভদ্রলোক আমাশার ফণী। কোন ব্যাপারেই তার উৎসাহ নেই। সেন বলেছিল লোকটা নাকি ভারতবর্ষের স্বরাষ্ট্রমন্ত্রী অথবা পশ্চিমবঙ্গের চিফ সেক্রেটারির নাম জানে না। এই ইনিই তদন্ত করছেন।",Shomoresh Mojumdar
